frame,id,green_x,green_y,red_x,red_y,dx,dy,dist,baseline_deg,baseline_m
3190,1,179.541,219.326,183.489,218.324,3.949,-1.002,4.074,47.8066,0.45008
3191,1,175.591,209.510,179.690,208.640,4.099,-0.870,4.190,51.2307,0.47653
3192,1,171.844,206.546,176.067,205.646,4.222,-0.899,4.317,53.0227,0.48885
3193,1,170.555,201.651,174.634,201.137,4.079,-0.513,4.112,55.6145,0.51050
3194,1,171.350,201.586,175.327,200.880,3.977,-0.706,4.039,56.6824,0.52042
3195,1,172.463,200.893,176.490,200.214,4.027,-0.679,4.084,58.6116,0.53906
3196,1,174.007,199.840,178.071,199.202,4.064,-0.638,4.114,59.2649,0.54729
3197,1,174.378,198.600,178.509,197.844,4.131,-0.755,4.200,60.7274,0.56285
3198,1,169.119,197.754,173.077,197.134,3.957,-0.620,4.006,62.4213,0.57454
3199,1,162.135,196.735,166.158,196.169,4.023,-0.566,4.062,64.2100,0.58578
3200,1,156.977,195.746,161.220,195.024,4.243,-0.722,4.303,65.7492,0.59641
3201,1,154.439,195.767,158.690,195.254,4.251,-0.514,4.282,66.6842,0.60320
3202,1,152.452,195.463,156.805,194.782,4.353,-0.680,4.406,68.1931,0.61584
3203,1,155.788,196.602,160.238,195.917,4.450,-0.685,4.502,68.8190,0.62462
3204,1,165.306,198.559,169.535,197.920,4.229,-0.639,4.277,68.7308,0.63209
3205,1,173.687,200.599,177.755,200.028,4.068,-0.572,4.108,68.4087,0.63651
3206,1,191.454,202.553,195.435,202.123,3.981,-0.430,4.004,67.4322,0.64387
3207,1,201.475,202.433,205.458,201.878,3.983,-0.555,4.021,66.8829,0.64834
3208,1,210.441,201.738,214.268,201.416,3.827,-0.322,3.840,66.3624,0.65180
3209,1,216.999,201.090,220.897,200.697,3.898,-0.393,3.918,65.9650,0.65439
3210,1,222.488,200.530,226.339,200.145,3.851,-0.385,3.870,65.6090,0.65627
3211,1,224.387,199.820,228.069,199.523,3.682,-0.297,3.694,65.5627,0.65755
3212,1,224.209,199.502,227.957,199.089,3.748,-0.413,3.771,65.6309,0.65814
3213,1,222.478,199.214,226.309,198.836,3.831,-0.378,3.850,65.8471,0.65881
3214,1,221.400,198.595,225.243,198.294,3.843,-0.301,3.855,65.9545,0.65898
3215,1,221.442,199.387,225.174,198.940,3.732,-0.447,3.759,65.9501,0.65898
3216,1,221.426,199.595,225.082,199.253,3.656,-0.342,3.672,65.9517,0.65900
3217,1,221.461,199.391,225.331,198.924,3.870,-0.467,3.898,65.9243,0.65907
3218,1,221.571,199.538,225.482,199.058,3.911,-0.480,3.940,65.9061,0.65910
3219,1,222.321,199.268,226.088,198.869,3.767,-0.399,3.788,65.8319,0.65926
3220,1,222.878,199.513,226.762,199.072,3.884,-0.441,3.909,65.7601,0.65935
